0,0.886,4.158,9.697,5.539,4.159,0.001
100,0.885,4.107,9.64,5.534,4.159,0.056
200,0.864,3.527,8.975,5.447,4.159,0.633
300,0.862,3.486,8.884,5.398,4.159,0.673
400,0.85,3.479,8.822,5.344,4.159,0.68
500,0.834,3.476,8.74,5.264,4.159,0.683
600,0.696,3.459,8.177,4.718,4.159,0.701
700,0.319,3.084,5.913,2.828,4.159,1.079
800,0.23,2.676,5.158,2.482,4.159,1.485
900,0.237,2.502,4.995,2.493,4.159,1.658
1000,0.133,2.459,4.432,1.973,4.159,1.7
1100,0.145,2.404,4.439,2.036,4.159,1.756
1200,0.14,2.375,4.341,1.966,4.159,1.784
1300,0.128,2.361,4.219,1.858,4.159,1.798
1400,0.127,2.359,4.187,1.828,4.159,1.8
1500,0.126,2.358,4.175,1.817,4.159,1.801
1600,0.125,2.358,4.17,1.812,4.159,1.801
1700,0.126,2.358,4.168,1.811,4.159,1.801
1800,0.126,2.358,4.168,1.81,4.159,1.801
1900,0.125,2.358,4.168,1.81,4.159,1.801
2000,0.125,2.358,4.168,1.811,4.159,1.801
2100,0.126,2.358,4.169,1.811,4.159,1.801
2200,0.125,2.358,4.17,1.811,4.159,1.801
2300,0.126,2.358,4.17,1.812,4.159,1.801
2400,0.125,2.358,4.17,1.812,4.159,1.801
2500,0.126,2.358,4.171,1.813,4.159,1.801
2600,0.126,2.358,4.171,1.813,4.159,1.801
2700,0.126,2.358,4.171,1.813,4.159,1.801
2800,0.126,2.358,4.171,1.813,4.159,1.801
2900,0.126,2.358,4.171,1.812,4.094,1.801
3000,0.126,2.358,4.17,1.812,4.116,1.801
3100,0.125,2.358,4.17,1.812,4.137,1.801
3200,0.125,2.358,4.17,1.812,4.064,1.801
3300,0.125,2.358,4.17,1.812,4.086,1.801
3400,0.126,2.358,4.169,1.811,4.137,1.801
3500,0.125,2.358,4.169,1.811,3.983,1.801
3600,0.125,2.358,4.169,1.811,3.977,1.801
3700,0.126,2.358,4.169,1.811,3.831,1.801
3800,0.125,2.358,4.169,1.811,3.795,1.801
3900,0.125,2.358,4.168,1.81,3.688,1.801
4000,0.125,2.358,4.168,1.81,3.439,1.801
4100,0.125,2.358,4.168,1.81,3.306,1.801
4200,0.125,2.358,4.168,1.81,3.232,1.801
4300,0.126,2.358,4.168,1.81,3.392,1.801
4400,0.125,2.358,4.167,1.81,3.406,1.801
4500,0.126,2.358,4.167,1.809,3.162,1.801
4600,0.125,2.358,4.167,1.809,3.298,1.801
4700,0.125,2.358,4.167,1.809,2.823,1.801
4800,0.125,2.358,4.167,1.809,2.85,1.801
4900,0.125,2.358,4.167,1.809,3.122,1.801
5000,0.125,2.358,4.167,1.809,2.468,1.801
5100,0.125,2.358,4.167,1.809,2.591,1.801
5200,0.125,2.358,4.167,1.809,2.683,1.801
5300,0.125,2.358,4.167,1.809,2.693,1.801
5400,0.125,2.358,4.167,1.809,2.602,1.801
5500,0.125,2.358,4.167,1.809,2.276,1.801
5600,0.125,2.358,4.167,1.809,2.583,1.801
5700,0.125,2.358,4.167,1.809,2.092,1.801
5800,0.126,2.358,4.166,1.809,1.985,1.801
5900,0.126,2.358,4.166,1.809,1.92,1.801
6000,0.125,2.358,4.166,1.809,2.026,1.801
6100,0.125,2.358,4.166,1.809,1.855,1.801
6200,0.125,2.358,4.166,1.808,2.085,1.801
6300,0.125,2.358,4.166,1.808,2.075,1.801
6400,0.125,2.358,4.166,1.808,2.074,1.801
6500,0.125,2.358,4.166,1.808,2.101,1.801
6600,0.125,2.358,4.166,1.808,1.906,1.801
6700,0.125,2.358,4.166,1.808,2.144,1.801
6800,0.125,2.358,4.166,1.808,1.893,1.801
6900,0.125,2.358,4.166,1.808,1.924,1.801
7000,0.125,2.358,4.166,1.808,2.121,1.801
7100,0.126,2.358,4.166,1.808,1.803,1.801
7200,0.125,2.358,4.166,1.808,1.833,1.801
7300,0.125,2.358,4.166,1.808,1.803,1.801
7400,0.126,2.358,4.166,1.808,1.983,1.801
7500,0.126,2.358,4.166,1.808,2.032,1.801
7600,0.125,2.358,4.166,1.808,1.854,1.801
7700,0.126,2.358,4.166,1.808,2.1,1.801
7800,0.125,2.358,4.166,1.808,1.803,1.801
7900,0.126,2.358,4.166,1.808,1.833,1.801
8000,0.125,2.358,4.166,1.808,2.112,1.801
8100,0.125,2.358,4.166,1.808,1.9,1.801
8200,0.125,2.358,4.166,1.808,1.862,1.801
8300,0.125,2.358,4.166,1.808,2.126,1.801
8400,0.125,2.358,4.166,1.808,1.833,1.801
8500,0.125,2.358,4.166,1.808,1.833,1.801
8600,0.125,2.358,4.166,1.808,1.924,1.801
8700,0.125,2.358,4.165,1.808,2.131,1.801
8800,0.125,2.358,4.165,1.808,1.803,1.801
8900,0.126,2.358,4.165,1.808,1.803,1.801
9000,0.125,2.358,4.165,1.808,1.803,1.801
9100,0.125,2.358,4.165,1.808,2.119,1.801
9200,0.125,2.358,4.165,1.808,1.923,1.801
9300,0.125,2.358,4.165,1.808,1.803,1.801
9400,0.125,2.358,4.165,1.808,1.944,1.801
9500,0.125,2.358,4.165,1.808,1.833,1.801
9600,0.125,2.358,4.165,1.808,1.949,1.801
9700,0.125,2.358,4.165,1.807,1.969,1.801
9800,0.125,2.358,4.165,1.807,1.803,1.801
9900,0.126,2.358,4.165,1.807,1.833,1.801
