A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.274,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.262,0.219,0.246,0.273
