A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.261,0.257,0.241,0.242,0.241,0.257,0.256,0.246,0.251,0.253,0.252,0.243,0.246,0.253,0.256,0.246
0.284,0.236,0.193,0.287,0.227,0.255,0.323,0.196,0.313,0.19,0.281,0.216,0.263,0.211,0.245,0.281
0.289,0.235,0.191,0.285,0.224,0.256,0.324,0.195,0.313,0.192,0.281,0.215,0.258,0.211,0.25,0.282
0.285,0.238,0.191,0.285,0.225,0.255,0.324,0.195,0.32,0.191,0.274,0.215,0.258,0.215,0.246,0.281
0.285,0.238,0.191,0.285,0.231,0.254,0.32,0.195,0.32,0.191,0.273,0.215,0.258,0.215,0.246,0.281
0.285,0.238,0.191,0.285,0.23,0.254,0.32,0.195,0.32,0.191,0.277,0.211,0.258,0.215,0.246,0.281
0.289,0.238,0.191,0.281,0.23,0.254,0.32,0.195,0.32,0.191,0.277,0.211,0.258,0.215,0.246,0.281
0.289,0.238,0.191,0.281,0.23,0.254,0.32,0.195,0.32,0.191,0.277,0.211,0.258,0.215,0.246,0.281
0.289,0.238,0.191,0.281,0.231,0.254,0.32,0.195,0.32,0.191,0.277,0.211,0.259,0.214,0.246,0.281
0.289,0.238,0.191,0.281,0.234,0.254,0.316,0.195,0.321,0.195,0.273,0.211,0.262,0.211,0.246,0.281
0.289,0.238,0.191,0.281,0.234,0.254,0.316,0.195,0.32,0.195,0.274,0.211,0.266,0.211,0.246,0.277
0.289,0.238,0.191,0.281,0.234,0.254,0.316,0.195,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.234,0.254,0.316,0.195,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
0.289,0.238,0.191,0.281,0.238,0.254,0.316,0.191,0.32,0.195,0.273,0.211,0.258,0.219,0.246,0.277
