0,0.79,4.851,10.393,5.541,4.852,0.0,0.0,0.0
100,0.629,3.846,8.846,4.999,4.852,0.616,0.649,0.23
200,0.36,2.045,5.756,3.711,4.852,2.124,2.165,1.473
300,0.395,1.463,5.099,3.635,4.852,2.505,2.429,1.542
400,0.418,1.283,4.942,3.659,4.852,2.598,2.476,1.504
500,0.445,1.195,4.917,3.722,4.852,2.61,2.488,1.441
600,0.454,1.155,4.89,3.736,4.852,2.621,2.507,1.43
700,0.454,1.15,4.885,3.735,4.852,2.623,2.51,1.43
800,0.462,1.13,4.882,3.752,4.852,2.625,2.509,1.412
900,0.47,1.115,4.878,3.763,4.852,2.626,2.502,1.391
1000,0.47,1.114,4.877,3.763,4.852,2.626,2.502,1.39
1100,0.47,1.113,4.877,3.764,4.852,2.626,2.502,1.389
1200,0.469,1.113,4.878,3.765,4.852,2.626,2.501,1.388
1300,0.47,1.112,4.883,3.771,4.852,2.624,2.499,1.383
1400,0.485,1.071,4.883,3.812,4.852,2.637,2.512,1.368
1500,0.498,1.045,4.907,3.861,4.852,2.636,2.503,1.33
1600,0.501,1.025,4.893,3.868,4.852,2.638,2.517,1.328
1700,0.516,0.996,4.893,3.897,4.852,2.638,2.518,1.3
1800,0.516,0.993,4.888,3.895,4.852,2.639,2.523,1.303
1900,0.517,0.992,4.889,3.897,4.852,2.638,2.523,1.301
2000,0.524,0.981,4.884,3.902,4.852,2.639,2.512,1.28
2100,0.524,0.981,4.883,3.902,4.852,2.639,2.513,1.281
2200,0.524,0.981,4.883,3.902,4.852,2.638,2.514,1.281
2300,0.525,0.981,4.883,3.902,4.852,2.638,2.514,1.281
2400,0.525,0.981,4.883,3.902,4.852,2.638,2.514,1.281
2500,0.524,0.981,4.884,3.903,4.852,2.638,2.514,1.28
2600,0.525,0.981,4.885,3.904,4.852,2.637,2.513,1.278
2700,0.54,0.936,4.888,3.951,4.852,2.638,2.515,1.238
2800,0.555,0.891,4.894,4.003,4.852,2.642,2.506,1.188
2900,0.555,0.891,4.89,4.0,4.841,2.642,2.509,1.189
3000,0.555,0.891,4.888,3.997,4.852,2.642,2.504,1.184
3100,0.563,0.869,4.881,4.011,4.83,2.643,2.497,1.157
3200,0.562,0.869,4.88,4.011,4.852,2.642,2.496,1.155
3300,0.571,0.85,4.881,4.031,4.798,2.642,2.483,1.122
3400,0.571,0.85,4.879,4.03,4.787,2.641,2.47,1.109
3500,0.57,0.849,4.876,4.027,4.691,2.641,2.467,1.106
3600,0.571,0.849,4.876,4.026,4.696,2.641,2.467,1.105
3700,0.571,0.849,4.876,4.027,4.569,2.64,2.467,1.105
3800,0.571,0.849,4.876,4.027,4.53,2.64,2.467,1.104
3900,0.571,0.849,4.876,4.027,4.519,2.64,2.467,1.104
4000,0.571,0.849,4.876,4.027,4.562,2.64,2.467,1.104
4100,0.571,0.849,4.876,4.027,4.44,2.64,2.467,1.104
4200,0.571,0.849,4.877,4.027,4.467,2.639,2.467,1.104
4300,0.571,0.849,4.877,4.027,4.469,2.639,2.467,1.103
4400,0.571,0.849,4.877,4.028,4.385,2.639,2.467,1.103
4500,0.571,0.849,4.877,4.028,4.363,2.639,2.467,1.103
4600,0.57,0.849,4.877,4.028,4.284,2.639,2.467,1.103
4700,0.571,0.849,4.877,4.028,4.285,2.639,2.467,1.103
4800,0.571,0.849,4.877,4.028,4.417,2.639,2.467,1.103
4900,0.571,0.849,4.877,4.028,4.313,2.639,2.467,1.103
5000,0.571,0.849,4.877,4.028,4.324,2.639,2.467,1.103
5100,0.572,0.849,4.877,4.028,4.333,2.639,2.466,1.103
5200,0.571,0.849,4.877,4.028,4.254,2.639,2.466,1.103
5300,0.571,0.849,4.877,4.028,4.224,2.639,2.466,1.103
5400,0.571,0.849,4.877,4.028,4.248,2.639,2.466,1.103
5500,0.571,0.849,4.878,4.028,4.286,2.639,2.466,1.102
5600,0.571,0.849,4.878,4.028,4.191,2.639,2.466,1.102
5700,0.571,0.849,4.878,4.029,4.185,2.639,2.466,1.102
5800,0.571,0.849,4.878,4.029,4.163,2.639,2.466,1.102
5900,0.571,0.849,4.878,4.029,4.23,2.639,2.466,1.102
6000,0.571,0.849,4.878,4.029,4.139,2.639,2.466,1.102
6100,0.571,0.849,4.879,4.03,4.22,2.639,2.465,1.101
6200,0.578,0.832,4.877,4.046,4.296,2.639,2.458,1.076
6300,0.579,0.832,4.877,4.046,4.23,2.639,2.458,1.076
6400,0.579,0.832,4.878,4.046,4.162,2.639,2.458,1.076
6500,0.579,0.832,4.878,4.046,4.137,2.639,2.458,1.076
6600,0.579,0.832,4.878,4.046,4.102,2.639,2.458,1.076
6700,0.578,0.832,4.878,4.046,4.137,2.638,2.458,1.076
6800,0.579,0.832,4.878,4.046,4.12,2.638,2.458,1.076
6900,0.579,0.831,4.878,4.046,4.094,2.638,2.458,1.075
7000,0.579,0.831,4.878,4.047,4.096,2.638,2.458,1.075
7100,0.579,0.831,4.878,4.047,4.102,2.638,2.458,1.075
7200,0.579,0.831,4.878,4.047,4.15,2.638,2.458,1.075
7300,0.579,0.831,4.878,4.047,4.096,2.638,2.458,1.075
7400,0.579,0.831,4.878,4.047,4.166,2.638,2.458,1.075
7500,0.578,0.831,4.878,4.047,4.116,2.638,2.457,1.075
7600,0.578,0.831,4.879,4.047,4.103,2.638,2.457,1.075
7700,0.579,0.831,4.879,4.047,4.096,2.638,2.457,1.074
7800,0.579,0.831,4.879,4.047,4.07,2.637,2.457,1.074
7900,0.579,0.831,4.879,4.047,4.118,2.637,2.457,1.074
8000,0.579,0.831,4.879,4.048,4.103,2.637,2.457,1.074
8100,0.578,0.831,4.879,4.048,4.111,2.637,2.457,1.074
8200,0.578,0.831,4.879,4.048,4.147,2.637,2.457,1.073
8300,0.579,0.831,4.88,4.048,4.075,2.636,2.457,1.072
8400,0.579,0.831,4.882,4.05,4.222,2.63,2.457,1.066
8500,0.579,0.831,4.875,4.044,4.1,2.616,2.457,1.052
8600,0.578,0.831,4.875,4.044,4.105,2.616,2.456,1.052
8700,0.579,0.831,4.876,4.044,4.151,2.616,2.456,1.052
8800,0.579,0.831,4.876,4.044,4.115,2.616,2.456,1.052
8900,0.579,0.831,4.876,4.045,4.091,2.616,2.456,1.051
9000,0.579,0.831,4.876,4.045,4.07,2.616,2.455,1.051
9100,0.579,0.831,4.877,4.045,4.098,2.616,2.455,1.05
9200,0.579,0.831,4.877,4.046,4.061,2.616,2.454,1.05
9300,0.579,0.831,4.878,4.047,4.105,2.616,2.453,1.049
9400,0.579,0.831,4.879,4.048,4.09,2.616,2.451,1.047
9500,0.578,0.831,4.878,4.047,4.103,2.616,2.427,1.023
9600,0.579,0.831,4.874,4.042,4.066,2.616,2.426,1.022
9700,0.58,0.831,4.874,4.042,4.055,2.616,2.426,1.022
9800,0.579,0.831,4.874,4.042,4.089,2.616,2.426,1.022
9900,0.579,0.831,4.874,4.042,4.04,2.616,2.426,1.022
