A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
