A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.243,0.239,0.263,0.255,0.259,0.235,0.26,0.246,0.244,0.258,0.247,0.251,0.247,0.243,0.248,0.261
0.293,0.219,0.27,0.219,0.275,0.207,0.29,0.229,0.227,0.264,0.302,0.207,0.19,0.254,0.252,0.304
0.281,0.228,0.281,0.21,0.273,0.204,0.297,0.225,0.227,0.265,0.299,0.209,0.189,0.251,0.255,0.305
0.281,0.218,0.281,0.219,0.273,0.204,0.297,0.226,0.227,0.265,0.3,0.208,0.189,0.241,0.265,0.305
0.281,0.219,0.281,0.219,0.273,0.203,0.297,0.226,0.227,0.266,0.299,0.209,0.188,0.242,0.265,0.305
0.281,0.226,0.281,0.211,0.273,0.203,0.297,0.227,0.227,0.266,0.298,0.21,0.188,0.242,0.258,0.312
0.281,0.227,0.281,0.211,0.273,0.203,0.297,0.227,0.227,0.266,0.297,0.211,0.188,0.242,0.258,0.313
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.266,0.297,0.211,0.18,0.242,0.266,0.313
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.266,0.297,0.211,0.18,0.242,0.266,0.313
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.266,0.297,0.211,0.18,0.242,0.266,0.312
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.266,0.297,0.211,0.18,0.242,0.266,0.312
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.266,0.297,0.211,0.18,0.242,0.266,0.312
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.227,0.257,0.305,0.212,0.18,0.242,0.266,0.312
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.297,0.211,0.18,0.242,0.266,0.312
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.297,0.211,0.18,0.242,0.274,0.304
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.289,0.219,0.18,0.242,0.274,0.305
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.289,0.219,0.18,0.242,0.273,0.305
0.281,0.227,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.289,0.219,0.18,0.242,0.273,0.305
0.273,0.235,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.18,0.242,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.18,0.242,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.18,0.242,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.18,0.242,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.273,0.211,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
0.273,0.234,0.281,0.211,0.281,0.203,0.289,0.227,0.234,0.258,0.281,0.227,0.172,0.25,0.273,0.305
