0,0.885,4.156,9.685,5.529,4.159,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
100,0.828,3.055,8.321,5.266,4.159,0.186,0.131,0.187,0.209,0.171,0.152,0.141,0.219,0.001,0.002,0.008,0.0,0.019,0.015,0.028,0.0,0.004,0.0,0.003,0.007,0.0,0.012,0.045,0.018,0.001,0.017,0.003,0.012,0.013,0.054,0.009,0.005,0.006,0.0,0.024,0.013
200,0.757,1.234,5.764,4.53,4.159,0.485,0.525,0.479,0.516,0.486,0.483,0.466,0.49,0.006,0.0,0.0,0.002,0.028,0.052,0.05,0.003,0.016,0.001,0.024,0.071,0.016,0.005,0.259,0.035,0.011,0.022,0.0,0.008,0.033,0.101,0.007,0.028,0.008,0.004,0.044,0.008
300,0.831,0.488,4.812,4.325,4.159,0.623,0.646,0.55,0.617,0.59,0.624,0.608,0.597,0.006,0.0,0.002,0.0,0.029,0.049,0.052,0.004,0.01,0.001,0.021,0.064,0.019,0.002,0.271,0.023,0.015,0.012,0.0,0.01,0.021,0.116,0.0,0.014,0.005,0.001,0.053,0.012
400,0.86,0.296,4.543,4.247,4.159,0.654,0.67,0.61,0.639,0.639,0.655,0.635,0.616,0.006,0.0,0.002,0.0,0.031,0.048,0.049,0.009,0.01,0.0,0.022,0.063,0.019,0.005,0.268,0.017,0.011,0.01,0.0,0.01,0.019,0.117,0.0,0.01,0.007,0.001,0.054,0.013
500,0.916,0.178,4.451,4.273,4.159,0.662,0.677,0.629,0.643,0.65,0.665,0.651,0.63,0.006,0.0,0.003,0.001,0.03,0.058,0.03,0.01,0.008,0.0,0.022,0.052,0.017,0.005,0.245,0.017,0.015,0.003,0.0,0.008,0.012,0.12,0.001,0.01,0.004,0.003,0.034,0.011
600,0.936,0.129,4.395,4.266,4.159,0.668,0.682,0.642,0.642,0.665,0.669,0.653,0.64,0.007,0.0,0.003,0.001,0.029,0.052,0.029,0.011,0.007,0.0,0.022,0.042,0.016,0.006,0.245,0.018,0.011,0.003,0.0,0.008,0.015,0.119,0.001,0.005,0.004,0.002,0.032,0.015
700,0.952,0.094,4.353,4.259,4.159,0.671,0.684,0.65,0.652,0.67,0.672,0.66,0.647,0.007,0.0,0.006,0.001,0.028,0.05,0.029,0.011,0.004,0.0,0.022,0.043,0.016,0.011,0.243,0.019,0.011,0.003,0.001,0.01,0.01,0.102,0.001,0.006,0.005,0.001,0.032,0.015
800,0.951,0.086,4.33,4.243,4.159,0.674,0.685,0.655,0.655,0.673,0.674,0.662,0.651,0.007,0.0,0.006,0.001,0.028,0.051,0.03,0.012,0.004,0.0,0.022,0.043,0.015,0.011,0.242,0.019,0.012,0.004,0.001,0.01,0.01,0.102,0.001,0.006,0.005,0.001,0.032,0.015
900,0.953,0.082,4.313,4.231,4.159,0.676,0.686,0.659,0.657,0.674,0.675,0.664,0.654,0.007,0.0,0.006,0.001,0.027,0.052,0.03,0.012,0.004,0.0,0.022,0.043,0.015,0.011,0.241,0.019,0.012,0.004,0.001,0.009,0.01,0.103,0.001,0.006,0.005,0.001,0.032,0.014
1000,0.953,0.079,4.301,4.222,4.159,0.679,0.687,0.661,0.659,0.676,0.676,0.665,0.657,0.007,0.0,0.006,0.002,0.027,0.053,0.031,0.012,0.003,0.0,0.022,0.043,0.015,0.011,0.241,0.019,0.013,0.004,0.001,0.009,0.009,0.103,0.001,0.006,0.005,0.002,0.032,0.014
