A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.443,0.557,0.554,0.446,0.454,0.546,0.52,0.48,0.433,0.567,0.516,0.484,0.507,0.493,0.489,0.511
0.446,0.554,0.549,0.451,0.454,0.546,0.52,0.48,0.435,0.565,0.516,0.484,0.508,0.492,0.488,0.512
0.447,0.553,0.55,0.45,0.454,0.546,0.52,0.48,0.438,0.562,0.516,0.484,0.507,0.493,0.488,0.512
0.447,0.553,0.55,0.45,0.454,0.546,0.52,0.48,0.435,0.565,0.515,0.485,0.504,0.496,0.488,0.512
0.448,0.552,0.546,0.454,0.454,0.546,0.52,0.48,0.435,0.565,0.515,0.485,0.504,0.496,0.488,0.512
0.45,0.55,0.542,0.458,0.451,0.549,0.524,0.476,0.433,0.567,0.515,0.485,0.504,0.496,0.484,0.516
0.455,0.545,0.547,0.453,0.457,0.543,0.528,0.472,0.432,0.568,0.511,0.489,0.508,0.492,0.484,0.516
0.457,0.543,0.546,0.454,0.458,0.542,0.528,0.472,0.432,0.568,0.508,0.492,0.508,0.492,0.484,0.516
0.466,0.534,0.538,0.462,0.458,0.542,0.532,0.468,0.428,0.572,0.508,0.492,0.508,0.492,0.484,0.516
0.467,0.533,0.539,0.461,0.457,0.543,0.533,0.467,0.433,0.567,0.512,0.488,0.508,0.492,0.484,0.516
0.466,0.534,0.539,0.461,0.457,0.543,0.544,0.456,0.438,0.562,0.509,0.491,0.508,0.492,0.484,0.516
0.476,0.524,0.539,0.461,0.458,0.542,0.543,0.457,0.437,0.563,0.508,0.492,0.508,0.492,0.484,0.516
0.476,0.524,0.539,0.461,0.457,0.543,0.543,0.457,0.437,0.563,0.504,0.496,0.508,0.492,0.484,0.516
0.476,0.524,0.539,0.461,0.457,0.543,0.539,0.461,0.437,0.563,0.504,0.496,0.508,0.492,0.484,0.516
0.477,0.523,0.539,0.461,0.457,0.543,0.535,0.465,0.44,0.56,0.504,0.496,0.508,0.492,0.484,0.516
0.485,0.515,0.539,0.461,0.457,0.543,0.535,0.465,0.441,0.559,0.504,0.496,0.508,0.492,0.484,0.516
0.489,0.511,0.539,0.461,0.454,0.546,0.535,0.465,0.441,0.559,0.504,0.496,0.508,0.492,0.484,0.516
0.489,0.511,0.539,0.461,0.453,0.547,0.535,0.465,0.441,0.559,0.5,0.5,0.508,0.492,0.484,0.516
0.489,0.511,0.539,0.461,0.449,0.551,0.535,0.465,0.437,0.563,0.5,0.5,0.508,0.492,0.484,0.516
0.488,0.512,0.539,0.461,0.453,0.547,0.535,0.465,0.441,0.559,0.5,0.5,0.508,0.492,0.484,0.516
0.489,0.511,0.539,0.461,0.453,0.547,0.535,0.465,0.437,0.563,0.5,0.5,0.508,0.492,0.484,0.516
0.492,0.508,0.539,0.461,0.453,0.547,0.535,0.465,0.437,0.563,0.5,0.5,0.508,0.492,0.484,0.516
0.492,0.508,0.539,0.461,0.453,0.547,0.535,0.465,0.443,0.557,0.5,0.5,0.508,0.492,0.484,0.516
0.492,0.508,0.539,0.461,0.453,0.547,0.535,0.465,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.492,0.508,0.539,0.461,0.453,0.547,0.535,0.465,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.488,0.512,0.539,0.461,0.453,0.547,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.539,0.461,0.453,0.547,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.48,0.52,0.535,0.465,0.453,0.547,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.48,0.52,0.535,0.465,0.457,0.543,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.48,0.52,0.535,0.465,0.457,0.543,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.48,0.52,0.535,0.465,0.461,0.539,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.531,0.469,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.527,0.473,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.526,0.474,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.524,0.476,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.523,0.477,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.523,0.477,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
0.484,0.516,0.535,0.465,0.461,0.539,0.523,0.477,0.445,0.555,0.5,0.5,0.504,0.496,0.484,0.516
