A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.32,0.235,0.226,0.219,0.254,0.336,0.226,0.184,0.266,0.219,0.219,0.297,0.187,0.337,0.258,0.218
0.32,0.235,0.227,0.219,0.255,0.336,0.226,0.183,0.266,0.219,0.211,0.305,0.187,0.337,0.258,0.218
0.32,0.235,0.227,0.219,0.256,0.336,0.226,0.182,0.266,0.219,0.211,0.305,0.188,0.336,0.257,0.219
0.32,0.234,0.227,0.219,0.265,0.336,0.218,0.181,0.266,0.221,0.211,0.302,0.188,0.337,0.257,0.219
0.319,0.235,0.227,0.219,0.266,0.336,0.218,0.18,0.265,0.227,0.211,0.297,0.188,0.332,0.257,0.223
0.312,0.243,0.227,0.219,0.265,0.336,0.218,0.181,0.265,0.227,0.211,0.297,0.188,0.328,0.258,0.227
0.31,0.244,0.227,0.219,0.265,0.328,0.219,0.189,0.257,0.227,0.219,0.297,0.196,0.32,0.257,0.227
0.304,0.251,0.227,0.219,0.266,0.319,0.219,0.196,0.258,0.227,0.219,0.297,0.195,0.321,0.258,0.226
0.304,0.25,0.227,0.219,0.266,0.32,0.219,0.196,0.258,0.227,0.219,0.297,0.195,0.321,0.258,0.227
0.304,0.25,0.227,0.219,0.266,0.32,0.219,0.196,0.258,0.227,0.219,0.297,0.195,0.321,0.258,0.227
0.304,0.25,0.227,0.219,0.256,0.32,0.219,0.205,0.265,0.227,0.219,0.29,0.195,0.329,0.249,0.226
0.302,0.252,0.227,0.219,0.257,0.32,0.219,0.204,0.265,0.227,0.219,0.29,0.195,0.336,0.242,0.226
0.297,0.258,0.227,0.219,0.257,0.32,0.219,0.204,0.265,0.227,0.219,0.289,0.195,0.336,0.242,0.226
0.297,0.258,0.226,0.219,0.257,0.321,0.219,0.204,0.274,0.227,0.219,0.281,0.195,0.337,0.242,0.226
0.297,0.258,0.226,0.219,0.257,0.321,0.219,0.204,0.282,0.227,0.219,0.273,0.195,0.337,0.242,0.226
0.297,0.258,0.226,0.219,0.258,0.32,0.219,0.203,0.281,0.227,0.219,0.273,0.195,0.336,0.242,0.226
0.297,0.258,0.226,0.219,0.258,0.321,0.218,0.203,0.281,0.227,0.219,0.273,0.195,0.336,0.242,0.226
0.297,0.258,0.226,0.219,0.258,0.321,0.218,0.203,0.281,0.227,0.219,0.273,0.195,0.336,0.242,0.226
0.289,0.258,0.226,0.227,0.249,0.321,0.218,0.212,0.281,0.227,0.219,0.273,0.204,0.337,0.233,0.226
0.289,0.258,0.226,0.227,0.249,0.32,0.21,0.22,0.281,0.227,0.219,0.273,0.203,0.337,0.234,0.226
0.289,0.258,0.226,0.227,0.25,0.321,0.211,0.219,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.258,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.258,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.289,0.257,0.226,0.227,0.25,0.328,0.211,0.211,0.281,0.227,0.219,0.273,0.203,0.337,0.233,0.226
0.29,0.257,0.226,0.227,0.24,0.328,0.211,0.22,0.281,0.227,0.219,0.273,0.203,0.338,0.233,0.226
0.289,0.257,0.226,0.227,0.233,0.328,0.211,0.228,0.281,0.227,0.219,0.274,0.203,0.337,0.233,0.226
0.289,0.257,0.227,0.227,0.234,0.329,0.21,0.227,0.281,0.227,0.219,0.273,0.204,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.234,0.336,0.203,0.227,0.281,0.227,0.219,0.273,0.204,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.234,0.336,0.203,0.227,0.281,0.227,0.219,0.273,0.204,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.234,0.336,0.203,0.227,0.281,0.227,0.219,0.273,0.203,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.234,0.336,0.203,0.227,0.281,0.227,0.219,0.274,0.203,0.329,0.233,0.234
0.289,0.257,0.226,0.227,0.226,0.336,0.203,0.235,0.281,0.227,0.219,0.273,0.204,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.226,0.336,0.203,0.235,0.289,0.227,0.211,0.273,0.203,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.226,0.336,0.203,0.235,0.289,0.227,0.211,0.273,0.203,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.226,0.336,0.203,0.235,0.289,0.227,0.211,0.273,0.203,0.329,0.233,0.234
0.289,0.257,0.227,0.227,0.226,0.336,0.203,0.235,0.289,0.227,0.211,0.273,0.203,0.329,0.233,0.234
0.29,0.249,0.227,0.235,0.226,0.336,0.203,0.235,0.289,0.227,0.211,0.273,0.203,0.329,0.233,0.234
0.289,0.249,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.265,0.203,0.329,0.233,0.234
0.289,0.25,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.266,0.203,0.329,0.233,0.234
0.289,0.25,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.266,0.203,0.329,0.233,0.234
0.289,0.25,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.266,0.203,0.329,0.233,0.234
0.289,0.25,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.266,0.203,0.329,0.233,0.234
0.289,0.25,0.227,0.235,0.226,0.336,0.203,0.235,0.297,0.227,0.211,0.266,0.203,0.329,0.233,0.234
