A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.475,0.525,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.475,0.525,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.475,0.525,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.475,0.525,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.474,0.526,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.47,0.53,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.467,0.533,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.467,0.533,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.464,0.536,0.469,0.531,0.485,0.515
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.461,0.539,0.469,0.531,0.485,0.515
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.461,0.539,0.469,0.531,0.485,0.515
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.461,0.539,0.469,0.531,0.485,0.515
