A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.527,0.473,0.464,0.536,0.5,0.5,0.475,0.525,0.461,0.539,0.459,0.541,0.425,0.575,0.472,0.528
0.494,0.506,0.53,0.47,0.489,0.511,0.492,0.508,0.494,0.506,0.512,0.488,0.485,0.515,0.482,0.518
0.492,0.508,0.546,0.454,0.509,0.491,0.473,0.527,0.505,0.495,0.525,0.475,0.488,0.512,0.455,0.545
0.493,0.507,0.561,0.439,0.532,0.468,0.482,0.518,0.488,0.512,0.506,0.494,0.485,0.515,0.448,0.552
0.492,0.508,0.554,0.446,0.526,0.474,0.492,0.508,0.498,0.502,0.507,0.493,0.474,0.526,0.446,0.554
0.492,0.508,0.555,0.445,0.528,0.472,0.492,0.508,0.5,0.5,0.507,0.493,0.471,0.529,0.446,0.554
0.497,0.503,0.555,0.445,0.527,0.473,0.492,0.508,0.5,0.5,0.5,0.5,0.468,0.532,0.448,0.552
0.497,0.503,0.555,0.445,0.522,0.478,0.492,0.508,0.499,0.501,0.5,0.5,0.455,0.545,0.466,0.534
0.496,0.504,0.555,0.445,0.499,0.501,0.492,0.508,0.499,0.501,0.5,0.5,0.457,0.543,0.47,0.53
0.488,0.512,0.555,0.445,0.486,0.514,0.492,0.508,0.498,0.502,0.5,0.5,0.457,0.543,0.469,0.531
0.475,0.525,0.555,0.445,0.478,0.522,0.492,0.508,0.489,0.511,0.5,0.5,0.448,0.552,0.469,0.531
0.475,0.525,0.555,0.445,0.477,0.523,0.492,0.508,0.482,0.518,0.5,0.5,0.45,0.55,0.469,0.531
0.475,0.525,0.555,0.445,0.477,0.523,0.492,0.508,0.472,0.528,0.5,0.5,0.453,0.547,0.469,0.531
0.475,0.525,0.555,0.445,0.468,0.532,0.492,0.508,0.466,0.534,0.5,0.5,0.468,0.532,0.469,0.531
0.475,0.525,0.555,0.445,0.468,0.532,0.492,0.508,0.467,0.533,0.5,0.5,0.468,0.532,0.469,0.531
0.475,0.525,0.555,0.445,0.468,0.532,0.492,0.508,0.468,0.532,0.5,0.5,0.469,0.531,0.469,0.531
0.475,0.525,0.555,0.445,0.468,0.532,0.492,0.508,0.468,0.532,0.5,0.5,0.477,0.523,0.469,0.531
0.475,0.525,0.555,0.445,0.469,0.531,0.492,0.508,0.468,0.532,0.5,0.5,0.477,0.523,0.469,0.531
0.475,0.525,0.555,0.445,0.469,0.531,0.492,0.508,0.468,0.532,0.5,0.5,0.485,0.515,0.469,0.531
0.475,0.525,0.555,0.445,0.469,0.531,0.492,0.508,0.472,0.528,0.5,0.5,0.485,0.515,0.469,0.531
0.475,0.525,0.555,0.445,0.469,0.531,0.492,0.508,0.477,0.523,0.5,0.5,0.485,0.515,0.469,0.531
0.476,0.524,0.555,0.445,0.468,0.532,0.492,0.508,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.468,0.532,0.484,0.516,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.468,0.532,0.484,0.516,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.468,0.532,0.484,0.516,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.484,0.516,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.5,0.5,0.485,0.515,0.477,0.523
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.5,0.5,0.485,0.515,0.485,0.515
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.508,0.492,0.485,0.515,0.485,0.515
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.508,0.492,0.485,0.515,0.485,0.515
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.499,0.501,0.485,0.515,0.485,0.515
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.484,0.516,0.485,0.515,0.485,0.515
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.476,0.524,0.485,0.515,0.484,0.516
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.476,0.524,0.485,0.515,0.484,0.516
0.484,0.516,0.555,0.445,0.469,0.531,0.476,0.524,0.477,0.523,0.476,0.524,0.485,0.515,0.484,0.516
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.477,0.523,0.484,0.516
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.477,0.523,0.484,0.516
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.477,0.523,0.484,0.516
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.477,0.523,0.484,0.516
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.469,0.531,0.492,0.508
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.469,0.531,0.492,0.508
0.484,0.516,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.469,0.531,0.492,0.508
0.476,0.524,0.555,0.445,0.477,0.523,0.476,0.524,0.477,0.523,0.476,0.524,0.469,0.531,0.492,0.508
0.476,0.524,0.555,0.445,0.477,0.523,0.477,0.523,0.477,0.523,0.476,0.524,0.469,0.531,0.484,0.516
0.476,0.524,0.555,0.445,0.477,0.523,0.477,0.523,0.477,0.523,0.476,0.524,0.469,0.531,0.484,0.516
0.476,0.524,0.555,0.445,0.477,0.523,0.477,0.523,0.477,0.523,0.476,0.524,0.469,0.531,0.484,0.516
0.476,0.524,0.555,0.445,0.477,0.523,0.477,0.523,0.469,0.531,0.476,0.524,0.469,0.531,0.484,0.516
0.477,0.523,0.555,0.445,0.477,0.523,0.477,0.523,0.469,0.531,0.476,0.524,0.469,0.531,0.484,0.516
0.477,0.523,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.468,0.532,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
0.469,0.531,0.555,0.445,0.477,0.523,0.477,0.523,0.461,0.539,0.476,0.524,0.469,0.531,0.484,0.516
