0,0.786,4.851,10.395,5.544,4.852,0.0,0.0,-0.0
100,0.493,1.897,6.229,4.332,4.852,1.888,2.027,0.921
200,0.547,0.82,4.922,4.101,4.852,2.528,2.663,1.158
300,0.555,0.794,4.89,4.097,4.852,2.543,2.672,1.157
400,0.556,0.789,4.885,4.096,4.852,2.544,2.676,1.157
500,0.571,0.747,4.888,4.141,4.852,2.55,2.69,1.135
600,0.571,0.746,4.883,4.137,4.852,2.555,2.69,1.139
700,0.571,0.745,4.88,4.134,4.852,2.558,2.69,1.141
800,0.571,0.745,4.876,4.131,4.852,2.56,2.69,1.143
900,0.571,0.745,4.874,4.129,4.852,2.56,2.691,1.144
1000,0.57,0.745,4.874,4.129,4.852,2.561,2.691,1.144
1100,0.579,0.727,4.873,4.145,4.852,2.558,2.691,1.125
1200,0.578,0.727,4.872,4.145,4.852,2.558,2.692,1.125
1300,0.579,0.727,4.872,4.145,4.852,2.558,2.692,1.124
1400,0.579,0.727,4.872,4.146,4.852,2.558,2.691,1.124
1500,0.579,0.727,4.872,4.146,4.852,2.558,2.691,1.124
1600,0.579,0.727,4.873,4.146,4.852,2.558,2.691,1.124
1700,0.579,0.726,4.874,4.148,4.852,2.556,2.691,1.121
1800,0.587,0.711,4.872,4.161,4.852,2.549,2.692,1.1
1900,0.587,0.711,4.872,4.161,4.852,2.549,2.691,1.099
2000,0.586,0.711,4.872,4.161,4.852,2.549,2.691,1.099
2100,0.587,0.711,4.873,4.161,4.841,2.549,2.691,1.099
2200,0.587,0.711,4.873,4.161,4.852,2.549,2.691,1.099
2300,0.587,0.711,4.873,4.162,4.852,2.548,2.691,1.099
2400,0.587,0.711,4.873,4.162,4.83,2.548,2.691,1.099
2500,0.587,0.711,4.873,4.162,4.82,2.548,2.691,1.099
2600,0.586,0.711,4.873,4.162,4.794,2.548,2.691,1.098
2700,0.586,0.711,4.873,4.162,4.805,2.548,2.691,1.098
2800,0.586,0.711,4.873,4.162,4.783,2.548,2.691,1.098
2900,0.586,0.711,4.873,4.162,4.768,2.548,2.691,1.098
3000,0.586,0.711,4.873,4.162,4.699,2.548,2.691,1.098
3100,0.587,0.711,4.873,4.162,4.66,2.548,2.691,1.098
3200,0.587,0.711,4.874,4.162,4.666,2.548,2.691,1.098
3300,0.587,0.711,4.874,4.163,4.618,2.548,2.691,1.098
3400,0.587,0.711,4.874,4.163,4.629,2.548,2.691,1.098
3500,0.588,0.711,4.874,4.163,4.601,2.548,2.691,1.098
3600,0.587,0.711,4.874,4.163,4.504,2.548,2.691,1.098
3700,0.587,0.711,4.874,4.163,4.476,2.548,2.691,1.098
3800,0.587,0.711,4.874,4.163,4.349,2.548,2.691,1.097
3900,0.587,0.711,4.874,4.163,4.298,2.548,2.691,1.097
4000,0.587,0.711,4.874,4.163,4.373,2.548,2.691,1.097
4100,0.587,0.711,4.874,4.163,4.376,2.548,2.691,1.097
4200,0.586,0.711,4.874,4.163,4.326,2.548,2.691,1.097
4300,0.587,0.711,4.874,4.163,4.414,2.548,2.691,1.097
4400,0.587,0.711,4.874,4.163,4.344,2.548,2.691,1.097
4500,0.587,0.711,4.874,4.163,4.378,2.548,2.691,1.097
4600,0.587,0.711,4.874,4.163,4.262,2.548,2.691,1.097
4700,0.587,0.711,4.874,4.163,4.342,2.548,2.691,1.097
4800,0.595,0.7,4.873,4.173,4.679,2.541,2.691,1.08
4900,0.595,0.7,4.874,4.173,4.484,2.54,2.691,1.079
5000,0.595,0.7,4.874,4.173,4.34,2.54,2.691,1.079
5100,0.595,0.7,4.874,4.173,4.336,2.54,2.691,1.079
5200,0.595,0.7,4.874,4.174,4.376,2.54,2.691,1.079
5300,0.594,0.7,4.874,4.174,4.323,2.54,2.691,1.079
5400,0.595,0.7,4.874,4.174,4.331,2.54,2.691,1.079
5500,0.594,0.7,4.874,4.174,4.29,2.54,2.691,1.079
5600,0.595,0.7,4.874,4.174,4.348,2.54,2.691,1.079
5700,0.602,0.689,4.88,4.191,4.677,2.531,2.692,1.06
5800,0.61,0.679,4.873,4.195,4.61,2.534,2.691,1.052
5900,0.611,0.679,4.873,4.195,4.391,2.535,2.691,1.052
6000,0.61,0.679,4.873,4.195,4.391,2.535,2.691,1.052
6100,0.61,0.679,4.873,4.195,4.271,2.535,2.691,1.052
6200,0.61,0.679,4.873,4.195,4.364,2.535,2.691,1.052
6300,0.61,0.679,4.873,4.195,4.338,2.535,2.691,1.052
6400,0.61,0.679,4.873,4.195,4.31,2.535,2.691,1.052
6500,0.61,0.679,4.873,4.195,4.266,2.535,2.691,1.052
6600,0.61,0.679,4.873,4.195,4.259,2.535,2.691,1.052
6700,0.61,0.679,4.873,4.195,4.283,2.535,2.691,1.052
6800,0.61,0.679,4.873,4.195,4.308,2.535,2.691,1.052
6900,0.61,0.679,4.873,4.195,4.346,2.535,2.691,1.052
7000,0.61,0.679,4.873,4.195,4.24,2.535,2.691,1.052
7100,0.61,0.679,4.873,4.195,4.303,2.535,2.691,1.052
7200,0.61,0.679,4.873,4.195,4.266,2.535,2.691,1.052
7300,0.61,0.679,4.873,4.195,4.26,2.535,2.691,1.052
7400,0.61,0.679,4.873,4.195,4.273,2.535,2.691,1.052
7500,0.61,0.679,4.873,4.195,4.288,2.535,2.691,1.052
7600,0.61,0.679,4.873,4.195,4.262,2.535,2.691,1.052
7700,0.61,0.679,4.873,4.195,4.214,2.534,2.691,1.052
7800,0.61,0.679,4.873,4.195,4.275,2.534,2.691,1.052
7900,0.61,0.679,4.873,4.195,4.292,2.534,2.691,1.052
8000,0.61,0.679,4.874,4.195,4.292,2.534,2.691,1.052
8100,0.611,0.679,4.874,4.195,4.305,2.534,2.691,1.052
8200,0.61,0.679,4.874,4.195,4.251,2.534,2.691,1.052
8300,0.61,0.679,4.874,4.195,4.251,2.534,2.691,1.052
8400,0.61,0.679,4.874,4.196,4.309,2.534,2.691,1.051
8500,0.61,0.679,4.874,4.196,4.283,2.533,2.691,1.051
8600,0.61,0.679,4.875,4.196,4.24,2.533,2.691,1.051
8700,0.61,0.679,4.875,4.197,4.27,2.533,2.691,1.05
8800,0.61,0.679,4.876,4.197,4.253,2.532,2.691,1.05
8900,0.61,0.679,4.877,4.198,4.214,2.531,2.691,1.049
9000,0.61,0.679,4.878,4.199,4.329,2.53,2.691,1.047
9100,0.61,0.679,4.879,4.201,4.247,2.528,2.691,1.046
9200,0.61,0.679,4.881,4.203,4.286,2.526,2.691,1.044
9300,0.61,0.679,4.885,4.206,4.277,2.523,2.691,1.041
9400,0.61,0.678,4.873,4.194,4.526,2.503,2.691,1.021
9500,0.61,0.678,4.873,4.194,4.204,2.503,2.691,1.021
9600,0.61,0.678,4.873,4.194,4.26,2.503,2.691,1.021
9700,0.61,0.678,4.873,4.194,4.258,2.503,2.691,1.021
9800,0.61,0.678,4.873,4.194,4.273,2.503,2.691,1.021
9900,0.61,0.678,4.873,4.194,4.281,2.503,2.691,1.021
