A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.281,0.188,0.25,0.281,0.221,0.342,0.185,0.253,0.312,0.282,0.187,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.221,0.342,0.184,0.253,0.312,0.282,0.187,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.221,0.341,0.184,0.253,0.312,0.282,0.187,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.221,0.341,0.184,0.253,0.312,0.282,0.186,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.221,0.341,0.184,0.254,0.312,0.282,0.186,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.222,0.341,0.184,0.254,0.312,0.282,0.186,0.22,0.312,0.343,0.063,0.281
0.281,0.188,0.25,0.281,0.222,0.341,0.183,0.254,0.312,0.282,0.186,0.22,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.222,0.341,0.183,0.254,0.312,0.282,0.185,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.281,0.223,0.341,0.182,0.254,0.313,0.282,0.185,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.281,0.223,0.341,0.182,0.254,0.313,0.283,0.184,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.281,0.224,0.34,0.181,0.255,0.314,0.283,0.183,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.225,0.338,0.18,0.256,0.315,0.283,0.182,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.226,0.334,0.18,0.26,0.317,0.283,0.18,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.228,0.324,0.178,0.27,0.321,0.283,0.175,0.221,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.23,0.321,0.174,0.275,0.333,0.283,0.163,0.221,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.233,0.323,0.169,0.276,0.341,0.282,0.157,0.22,0.312,0.344,0.063,0.281
0.281,0.187,0.25,0.282,0.237,0.327,0.16,0.276,0.342,0.282,0.156,0.22,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.245,0.341,0.141,0.273,0.343,0.282,0.156,0.22,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.248,0.359,0.131,0.262,0.343,0.282,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.256,0.363,0.137,0.243,0.343,0.282,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.263,0.369,0.145,0.223,0.344,0.282,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.267,0.376,0.154,0.203,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.267,0.39,0.158,0.184,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.266,0.414,0.157,0.164,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.262,0.44,0.159,0.139,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.26,0.446,0.162,0.132,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.26,0.446,0.165,0.13,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.259,0.443,0.167,0.131,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.257,0.436,0.17,0.136,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.256,0.414,0.174,0.157,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.254,0.412,0.176,0.158,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.253,0.412,0.177,0.157,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.253,0.412,0.178,0.157,0.344,0.281,0.156,0.219,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.253,0.411,0.179,0.157,0.344,0.281,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.281,0.252,0.411,0.179,0.157,0.344,0.281,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.282,0.252,0.411,0.18,0.157,0.345,0.281,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.282,0.252,0.41,0.181,0.157,0.345,0.281,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.282,0.252,0.41,0.181,0.157,0.345,0.282,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.282,0.252,0.41,0.181,0.157,0.345,0.282,0.156,0.218,0.312,0.344,0.063,0.281
0.281,0.188,0.25,0.282,0.252,0.41,0.181,0.157,0.345,0.282,0.156,0.218,0.312,0.344,0.063,0.281
