A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.521,0.479,0.486,0.514,0.529,0.471,0.497,0.503,0.475,0.525,0.511,0.489,0.429,0.571,0.503,0.497
0.502,0.498,0.56,0.44,0.277,0.723,0.503,0.497,0.39,0.61,0.404,0.596,0.414,0.586,0.628,0.372
0.526,0.474,0.577,0.423,0.253,0.747,0.502,0.498,0.373,0.627,0.381,0.619,0.386,0.614,0.648,0.352
0.529,0.471,0.614,0.386,0.252,0.748,0.503,0.497,0.374,0.626,0.379,0.621,0.387,0.613,0.651,0.349
0.529,0.471,0.615,0.385,0.251,0.749,0.502,0.498,0.375,0.625,0.378,0.622,0.383,0.617,0.653,0.347
0.53,0.47,0.617,0.383,0.251,0.749,0.502,0.498,0.374,0.626,0.377,0.623,0.381,0.619,0.653,0.347
0.53,0.47,0.619,0.381,0.251,0.749,0.502,0.498,0.374,0.626,0.377,0.623,0.38,0.62,0.654,0.346
0.53,0.47,0.621,0.379,0.251,0.749,0.502,0.498,0.374,0.626,0.377,0.623,0.38,0.62,0.654,0.346
0.53,0.47,0.622,0.378,0.251,0.749,0.502,0.498,0.374,0.626,0.377,0.623,0.379,0.621,0.654,0.346
0.53,0.47,0.623,0.377,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.379,0.621,0.655,0.345
0.53,0.47,0.623,0.377,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.623,0.377,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.502,0.498,0.374,0.626,0.376,0.624,0.378,0.622,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.624,0.376,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.624,0.376,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.624,0.376,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.251,0.749,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.656,0.344
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.625,0.375,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.655,0.345
0.531,0.469,0.624,0.376,0.252,0.748,0.501,0.499,0.374,0.626,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.252,0.748,0.5,0.5,0.375,0.625,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.375,0.625,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.375,0.625,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.375,0.625,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.375,0.625,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.376,0.624,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.376,0.624,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.376,0.624,0.376,0.624,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.376,0.624,0.375,0.625,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.376,0.624,0.375,0.625,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.253,0.747,0.5,0.5,0.377,0.623,0.375,0.625,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.252,0.748,0.5,0.5,0.377,0.623,0.375,0.625,0.377,0.623,0.654,0.346
0.531,0.469,0.624,0.376,0.252,0.748,0.5,0.5,0.377,0.623,0.375,0.625,0.378,0.622,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.499,0.501,0.378,0.622,0.375,0.625,0.378,0.622,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.499,0.501,0.378,0.622,0.375,0.625,0.378,0.622,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.499,0.501,0.378,0.622,0.375,0.625,0.379,0.621,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.499,0.501,0.379,0.621,0.375,0.625,0.38,0.62,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.498,0.502,0.379,0.621,0.375,0.625,0.387,0.613,0.653,0.347
0.531,0.469,0.624,0.376,0.252,0.748,0.497,0.503,0.38,0.62,0.375,0.625,0.405,0.595,0.654,0.346
0.531,0.469,0.624,0.376,0.252,0.748,0.492,0.508,0.382,0.618,0.375,0.625,0.407,0.593,0.655,0.345
0.532,0.468,0.624,0.376,0.252,0.748,0.471,0.529,0.383,0.617,0.375,0.625,0.407,0.593,0.655,0.345
0.532,0.468,0.624,0.376,0.252,0.748,0.47,0.53,0.382,0.618,0.375,0.625,0.407,0.593,0.655,0.345
0.532,0.468,0.624,0.376,0.252,0.748,0.469,0.531,0.382,0.618,0.375,0.625,0.407,0.593,0.656,0.344
