A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.274,0.26,0.256,0.21,0.294,0.221,0.243,0.243,0.275,0.265,0.242,0.218,0.27,0.218,0.268,0.244
0.225,0.193,0.436,0.147,0.21,0.342,0.179,0.269,0.215,0.283,0.262,0.24,0.38,0.146,0.31,0.163
0.243,0.179,0.442,0.136,0.214,0.362,0.171,0.254,0.258,0.323,0.251,0.168,0.405,0.144,0.269,0.183
0.255,0.199,0.449,0.096,0.204,0.32,0.227,0.249,0.256,0.379,0.207,0.158,0.418,0.141,0.255,0.185
0.236,0.23,0.458,0.077,0.198,0.31,0.242,0.249,0.235,0.411,0.203,0.15,0.423,0.13,0.253,0.194
0.25,0.216,0.462,0.072,0.195,0.312,0.244,0.249,0.243,0.407,0.209,0.141,0.401,0.128,0.254,0.218
0.25,0.218,0.464,0.068,0.192,0.314,0.245,0.25,0.245,0.406,0.211,0.138,0.398,0.127,0.253,0.223
0.25,0.218,0.465,0.066,0.192,0.314,0.245,0.25,0.245,0.406,0.21,0.138,0.399,0.127,0.253,0.222
0.25,0.219,0.466,0.065,0.193,0.312,0.245,0.25,0.245,0.406,0.181,0.169,0.404,0.126,0.25,0.221
0.25,0.219,0.466,0.065,0.193,0.312,0.245,0.25,0.246,0.406,0.185,0.163,0.404,0.126,0.25,0.22
0.25,0.218,0.467,0.065,0.192,0.312,0.245,0.25,0.246,0.406,0.186,0.162,0.404,0.126,0.25,0.22
0.25,0.218,0.467,0.064,0.192,0.312,0.246,0.25,0.246,0.406,0.187,0.161,0.405,0.126,0.25,0.22
0.25,0.218,0.467,0.064,0.192,0.312,0.246,0.25,0.246,0.406,0.188,0.16,0.405,0.126,0.25,0.22
0.25,0.218,0.468,0.064,0.192,0.312,0.246,0.25,0.246,0.406,0.188,0.16,0.405,0.126,0.25,0.22
0.25,0.218,0.468,0.064,0.192,0.311,0.246,0.25,0.246,0.406,0.188,0.159,0.405,0.126,0.25,0.22
0.25,0.219,0.467,0.063,0.237,0.268,0.246,0.25,0.247,0.407,0.188,0.159,0.404,0.126,0.247,0.224
0.251,0.219,0.467,0.063,0.228,0.272,0.25,0.25,0.248,0.406,0.189,0.158,0.403,0.126,0.214,0.257
0.25,0.219,0.468,0.063,0.222,0.279,0.249,0.25,0.246,0.406,0.189,0.159,0.405,0.125,0.216,0.254
0.25,0.219,0.468,0.063,0.221,0.279,0.249,0.25,0.246,0.406,0.189,0.159,0.405,0.125,0.217,0.253
0.25,0.219,0.468,0.063,0.221,0.28,0.249,0.25,0.246,0.406,0.189,0.159,0.405,0.125,0.217,0.253
0.25,0.219,0.468,0.063,0.221,0.28,0.249,0.25,0.246,0.406,0.189,0.159,0.405,0.125,0.217,0.253
0.25,0.219,0.468,0.063,0.22,0.28,0.249,0.25,0.246,0.406,0.188,0.159,0.405,0.125,0.218,0.252
0.25,0.219,0.468,0.063,0.221,0.28,0.249,0.25,0.247,0.407,0.188,0.159,0.396,0.126,0.225,0.253
0.25,0.219,0.468,0.063,0.221,0.279,0.249,0.25,0.247,0.406,0.188,0.159,0.371,0.126,0.249,0.254
0.25,0.22,0.468,0.063,0.223,0.244,0.25,0.283,0.247,0.406,0.188,0.159,0.372,0.125,0.248,0.254
0.25,0.219,0.468,0.063,0.221,0.246,0.25,0.283,0.247,0.406,0.188,0.158,0.372,0.125,0.249,0.253
0.25,0.219,0.468,0.063,0.221,0.247,0.25,0.283,0.247,0.406,0.188,0.158,0.372,0.126,0.249,0.254
0.25,0.219,0.468,0.063,0.221,0.247,0.25,0.282,0.247,0.406,0.188,0.158,0.372,0.126,0.249,0.254
0.25,0.219,0.468,0.063,0.22,0.247,0.25,0.282,0.247,0.406,0.188,0.158,0.372,0.126,0.249,0.254
0.25,0.219,0.468,0.063,0.22,0.247,0.25,0.282,0.247,0.406,0.188,0.159,0.371,0.126,0.249,0.254
0.25,0.219,0.468,0.063,0.22,0.248,0.25,0.282,0.247,0.406,0.188,0.159,0.371,0.126,0.249,0.254
0.25,0.22,0.468,0.062,0.22,0.248,0.25,0.282,0.247,0.406,0.188,0.159,0.371,0.126,0.249,0.255
0.25,0.22,0.468,0.062,0.22,0.248,0.25,0.282,0.246,0.406,0.188,0.159,0.37,0.126,0.249,0.255
0.25,0.22,0.468,0.062,0.22,0.248,0.25,0.282,0.246,0.406,0.188,0.159,0.37,0.126,0.249,0.255
0.25,0.22,0.468,0.062,0.22,0.248,0.25,0.282,0.246,0.406,0.188,0.159,0.369,0.126,0.249,0.256
0.25,0.22,0.468,0.062,0.22,0.248,0.251,0.282,0.246,0.406,0.188,0.159,0.368,0.126,0.249,0.257
0.25,0.22,0.467,0.063,0.223,0.244,0.252,0.281,0.248,0.407,0.188,0.157,0.308,0.126,0.247,0.319
0.25,0.22,0.467,0.063,0.221,0.247,0.251,0.281,0.246,0.407,0.188,0.159,0.315,0.126,0.248,0.31
0.25,0.22,0.467,0.062,0.221,0.247,0.251,0.281,0.246,0.407,0.188,0.159,0.316,0.126,0.248,0.31
0.25,0.22,0.467,0.062,0.221,0.247,0.251,0.281,0.245,0.407,0.188,0.16,0.315,0.126,0.249,0.31
0.25,0.221,0.467,0.062,0.22,0.247,0.251,0.281,0.245,0.407,0.188,0.16,0.315,0.126,0.249,0.311
0.25,0.221,0.467,0.062,0.22,0.247,0.251,0.281,0.244,0.407,0.188,0.16,0.314,0.126,0.249,0.311
0.25,0.221,0.467,0.061,0.22,0.247,0.251,0.281,0.244,0.407,0.188,0.161,0.314,0.126,0.249,0.312
0.25,0.222,0.467,0.061,0.22,0.247,0.252,0.281,0.244,0.407,0.188,0.161,0.314,0.126,0.249,0.312
0.25,0.222,0.468,0.06,0.185,0.248,0.251,0.316,0.242,0.405,0.189,0.164,0.316,0.126,0.25,0.308
0.25,0.222,0.467,0.06,0.187,0.248,0.252,0.313,0.245,0.405,0.189,0.161,0.313,0.126,0.249,0.312
0.25,0.223,0.467,0.06,0.188,0.247,0.252,0.313,0.245,0.405,0.188,0.162,0.313,0.126,0.249,0.313
0.25,0.224,0.467,0.059,0.188,0.247,0.252,0.313,0.244,0.405,0.189,0.162,0.312,0.126,0.249,0.313
0.25,0.225,0.467,0.058,0.188,0.247,0.253,0.313,0.244,0.405,0.189,0.163,0.312,0.126,0.249,0.313
0.25,0.226,0.467,0.057,0.188,0.246,0.253,0.313,0.243,0.405,0.189,0.164,0.312,0.126,0.249,0.313
0.25,0.227,0.467,0.056,0.188,0.246,0.254,0.313,0.242,0.405,0.189,0.165,0.312,0.126,0.249,0.313
0.25,0.228,0.467,0.054,0.188,0.245,0.255,0.313,0.241,0.405,0.189,0.166,0.312,0.126,0.249,0.313
0.25,0.23,0.467,0.052,0.188,0.244,0.255,0.313,0.239,0.405,0.189,0.167,0.311,0.126,0.25,0.313
0.25,0.232,0.467,0.05,0.188,0.243,0.257,0.313,0.237,0.405,0.189,0.169,0.311,0.126,0.25,0.313
0.25,0.235,0.467,0.047,0.188,0.24,0.259,0.313,0.234,0.405,0.189,0.172,0.311,0.126,0.25,0.313
0.251,0.238,0.467,0.044,0.188,0.237,0.263,0.312,0.23,0.405,0.189,0.176,0.311,0.126,0.25,0.313
0.251,0.242,0.467,0.041,0.188,0.231,0.269,0.312,0.225,0.405,0.189,0.182,0.311,0.126,0.25,0.313
0.251,0.245,0.467,0.037,0.188,0.225,0.275,0.312,0.219,0.405,0.189,0.187,0.311,0.126,0.25,0.313
0.251,0.248,0.467,0.034,0.187,0.222,0.278,0.312,0.216,0.405,0.189,0.19,0.311,0.126,0.25,0.314
