0,0.884,4.156,9.692,5.536,4.159,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,-0.0,0.0
100,0.673,2.803,7.436,4.634,4.159,0.558,0.611,0.487,0.436,0.194,0.162,0.09,0.22,0.167,0.112
200,0.604,1.095,5.001,3.906,4.159,1.155,1.147,1.156,1.123,0.361,0.324,0.229,0.408,0.292,0.219
300,0.688,0.583,4.436,3.853,4.159,1.267,1.285,1.318,1.281,0.337,0.291,0.204,0.396,0.286,0.205
400,0.704,0.507,4.334,3.827,4.159,1.288,1.314,1.348,1.302,0.332,0.291,0.206,0.382,0.281,0.21
500,0.719,0.47,4.299,3.829,4.159,1.299,1.323,1.358,1.308,0.286,0.295,0.205,0.386,0.28,0.211
600,0.735,0.443,4.28,3.837,4.159,1.306,1.333,1.363,1.312,0.267,0.295,0.206,0.353,0.267,0.211
700,0.75,0.409,4.275,3.866,4.159,1.304,1.338,1.365,1.312,0.262,0.29,0.204,0.332,0.233,0.211
800,0.78,0.356,4.259,3.904,4.159,1.304,1.354,1.368,1.315,0.217,0.286,0.186,0.334,0.236,0.213
900,0.781,0.346,4.239,3.893,4.159,1.32,1.357,1.369,1.317,0.217,0.286,0.196,0.335,0.236,0.213
1000,0.781,0.344,4.234,3.89,4.159,1.321,1.358,1.369,1.317,0.217,0.286,0.197,0.335,0.236,0.213
1100,0.782,0.343,4.233,3.89,4.159,1.322,1.359,1.369,1.317,0.216,0.285,0.198,0.336,0.235,0.212
1200,0.797,0.313,4.241,3.928,4.159,1.322,1.359,1.368,1.315,0.217,0.283,0.203,0.336,0.232,0.165
1300,0.829,0.27,4.246,3.976,4.159,1.323,1.358,1.366,1.317,0.215,0.231,0.203,0.321,0.231,0.142
1400,0.875,0.191,4.266,4.075,4.159,1.326,1.359,1.335,1.319,0.22,0.162,0.201,0.258,0.23,0.14
1500,0.875,0.188,4.242,4.054,4.159,1.327,1.36,1.356,1.321,0.221,0.171,0.202,0.265,0.231,0.139
1600,0.875,0.188,4.237,4.049,4.159,1.328,1.36,1.359,1.321,0.222,0.172,0.202,0.266,0.23,0.139
