A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.07,0.055,0.0,0.055,0.127,0.031,0.0,0.016,0.121,0.039,0.094,0.07,0.109,0.071,0.14,0.0,0.0,0.086,0.016,0.101,0.156,0.078,0.023,0.032,0.0,0.024,0.055,0.023,0.133,0.0,0.172,0.101
0.07,0.055,0.0,0.055,0.128,0.031,0.0,0.016,0.121,0.039,0.094,0.07,0.109,0.071,0.14,0.0,0.0,0.086,0.016,0.101,0.156,0.078,0.023,0.031,0.0,0.024,0.055,0.023,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.129,0.031,0.0,0.016,0.12,0.039,0.094,0.07,0.109,0.071,0.14,0.0,0.0,0.086,0.016,0.101,0.156,0.078,0.023,0.031,0.0,0.024,0.055,0.023,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.13,0.031,0.0,0.016,0.12,0.039,0.094,0.07,0.109,0.071,0.14,0.0,0.0,0.086,0.016,0.102,0.156,0.078,0.023,0.031,0.0,0.024,0.055,0.023,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.131,0.031,0.0,0.016,0.119,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.016,0.102,0.156,0.078,0.023,0.031,0.0,0.024,0.055,0.023,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.132,0.031,0.0,0.016,0.117,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.016,0.102,0.156,0.078,0.023,0.031,0.0,0.031,0.055,0.016,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.132,0.031,0.0,0.016,0.117,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.016,0.102,0.156,0.078,0.023,0.031,0.0,0.031,0.055,0.016,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.138,0.031,0.0,0.016,0.111,0.031,0.094,0.07,0.109,0.078,0.141,0.0,0.0,0.086,0.015,0.102,0.156,0.078,0.024,0.031,0.0,0.032,0.055,0.016,0.132,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.141,0.031,0.0,0.016,0.109,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.132,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.141,0.031,0.0,0.016,0.109,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.141,0.031,0.0,0.016,0.109,0.031,0.094,0.07,0.109,0.078,0.14,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.133,0.0,0.172,0.102
0.07,0.055,0.0,0.055,0.141,0.031,0.0,0.016,0.109,0.031,0.094,0.07,0.109,0.078,0.141,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.124,0.0,0.172,0.11
0.07,0.055,0.0,0.063,0.141,0.031,0.0,0.016,0.109,0.031,0.094,0.07,0.109,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.032,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.055,0.0,0.062,0.141,0.031,0.0,0.016,0.109,0.031,0.093,0.07,0.11,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.032,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.055,0.0,0.062,0.141,0.031,0.0,0.016,0.109,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.055,0.0,0.062,0.141,0.031,0.0,0.016,0.109,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.055,0.0,0.062,0.141,0.031,0.0,0.016,0.109,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.055,0.0,0.062,0.141,0.031,0.0,0.016,0.109,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.101,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.101,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.101,0.031,0.086,0.07,0.117,0.078,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.07,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.101,0.031,0.086,0.07,0.118,0.079,0.133,0.0,0.0,0.086,0.008,0.102,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.172,0.117
0.062,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.103,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.169,0.117
0.062,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.109,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.063,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.109,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.109,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.109,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.023,0.031,0.0,0.039,0.055,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.02,0.031,0.0,0.039,0.059,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.008,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.062,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.133,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.007,0.11,0.156,0.078,0.016,0.031,0.0,0.039,0.063,0.016,0.117,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.007,0.11,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.007,0.11,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.006,0.112,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.002,0.116,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.141,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.086,0.031,0.086,0.07,0.125,0.094,0.141,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.078,0.031,0.086,0.07,0.125,0.094,0.148,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.062,0.016,0.109,0.0,0.164,0.117
0.055,0.062,0.0,0.062,0.14,0.031,0.0,0.016,0.078,0.031,0.086,0.07,0.125,0.094,0.148,0.0,0.0,0.086,0.0,0.117,0.156,0.086,0.016,0.031,0.0,0.039,0.063,0.016,0.109,0.0,0.164,0.117
