0,0.781,4.851,10.389,5.538,4.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
100,0.597,3.455,8.348,4.892,4.852,0.476,0.575,0.434,0.436,0.119,0.093,0.055,0.105,0.168,0.039
200,0.474,1.538,5.691,4.153,4.852,1.208,1.157,1.144,1.084,0.24,0.263,0.136,0.24,0.34,0.121
300,0.54,0.938,5.066,4.128,4.852,1.334,1.321,1.304,1.255,0.207,0.238,0.122,0.221,0.366,0.129
400,0.582,0.798,4.979,4.181,4.852,1.355,1.35,1.319,1.291,0.207,0.218,0.11,0.211,0.363,0.118
500,0.602,0.74,4.926,4.186,4.852,1.362,1.358,1.331,1.322,0.207,0.217,0.109,0.211,0.36,0.105
600,0.609,0.72,4.909,4.189,4.852,1.366,1.362,1.334,1.333,0.207,0.218,0.105,0.211,0.364,0.105
700,0.61,0.715,4.901,4.185,4.852,1.368,1.364,1.336,1.336,0.207,0.218,0.104,0.211,0.364,0.105
800,0.609,0.713,4.896,4.183,4.852,1.37,1.365,1.337,1.337,0.207,0.219,0.103,0.211,0.365,0.105
900,0.609,0.711,4.893,4.182,4.852,1.371,1.366,1.338,1.337,0.207,0.219,0.103,0.211,0.364,0.105
1000,0.617,0.7,4.892,4.192,4.852,1.372,1.366,1.338,1.339,0.207,0.219,0.104,0.211,0.34,0.108
1100,0.625,0.684,4.889,4.205,4.852,1.372,1.366,1.338,1.337,0.207,0.219,0.099,0.211,0.33,0.108
1200,0.625,0.683,4.888,4.205,4.852,1.373,1.366,1.338,1.338,0.206,0.22,0.099,0.211,0.33,0.108
1300,0.644,0.647,4.905,4.258,4.852,1.373,1.342,1.338,1.337,0.173,0.22,0.099,0.202,0.307,0.108
1400,0.657,0.62,4.885,4.265,4.852,1.374,1.357,1.338,1.338,0.161,0.22,0.1,0.216,0.292,0.108
1500,0.656,0.619,4.884,4.265,4.852,1.374,1.357,1.338,1.339,0.161,0.22,0.1,0.216,0.292,0.107
1600,0.664,0.609,4.884,4.275,4.852,1.374,1.357,1.338,1.34,0.161,0.22,0.095,0.216,0.296,0.097
1700,0.672,0.598,4.883,4.285,4.852,1.375,1.357,1.338,1.341,0.157,0.201,0.095,0.216,0.295,0.097
1800,0.678,0.59,4.888,4.298,4.852,1.375,1.355,1.338,1.342,0.154,0.201,0.095,0.209,0.292,0.097
1900,0.688,0.569,4.883,4.314,4.852,1.375,1.361,1.341,1.342,0.153,0.193,0.095,0.177,0.291,0.103
2000,0.727,0.498,4.885,4.387,4.852,1.375,1.362,1.354,1.343,0.153,0.198,0.096,0.113,0.291,0.087
2100,0.734,0.472,4.879,4.407,4.852,1.375,1.362,1.361,1.343,0.152,0.189,0.096,0.106,0.291,0.079
2200,0.734,0.472,4.879,4.407,4.852,1.375,1.361,1.361,1.344,0.152,0.189,0.096,0.106,0.291,0.079
2300,0.735,0.472,4.88,4.408,4.852,1.374,1.361,1.361,1.344,0.152,0.189,0.096,0.106,0.291,0.079
2400,0.742,0.461,4.879,4.418,4.852,1.375,1.36,1.361,1.344,0.148,0.177,0.1,0.106,0.29,0.079
2500,0.742,0.461,4.879,4.418,4.852,1.375,1.36,1.361,1.345,0.148,0.177,0.1,0.106,0.29,0.079
2600,0.742,0.461,4.879,4.419,4.852,1.375,1.36,1.361,1.345,0.147,0.177,0.1,0.106,0.29,0.079
2700,0.742,0.461,4.879,4.419,4.852,1.374,1.36,1.361,1.345,0.147,0.177,0.1,0.106,0.29,0.079
2800,0.742,0.461,4.879,4.419,4.852,1.374,1.36,1.361,1.345,0.147,0.177,0.1,0.106,0.29,0.079
2900,0.742,0.46,4.879,4.419,4.852,1.374,1.36,1.361,1.345,0.147,0.177,0.1,0.106,0.29,0.079
3000,0.742,0.46,4.879,4.419,4.852,1.374,1.36,1.361,1.345,0.147,0.176,0.1,0.106,0.29,0.079
3100,0.75,0.44,4.884,4.444,4.852,1.374,1.359,1.361,1.345,0.144,0.176,0.1,0.103,0.26,0.079
3200,0.757,0.423,4.878,4.455,4.852,1.374,1.361,1.361,1.346,0.139,0.176,0.1,0.098,0.253,0.079
3300,0.758,0.423,4.879,4.456,4.852,1.374,1.36,1.361,1.346,0.139,0.176,0.1,0.098,0.253,0.079
3400,0.761,0.42,4.883,4.463,4.841,1.373,1.355,1.361,1.345,0.135,0.176,0.1,0.094,0.247,0.079
3500,0.766,0.403,4.879,4.475,4.841,1.373,1.359,1.361,1.345,0.128,0.176,0.1,0.089,0.237,0.079
3600,0.766,0.403,4.878,4.475,4.82,1.373,1.359,1.361,1.345,0.128,0.176,0.1,0.089,0.237,0.079
3700,0.766,0.403,4.879,4.476,4.772,1.372,1.359,1.361,1.346,0.128,0.176,0.1,0.089,0.237,0.079
3800,0.773,0.392,4.877,4.485,4.736,1.373,1.36,1.361,1.346,0.116,0.166,0.096,0.089,0.237,0.079
3900,0.774,0.392,4.877,4.485,4.757,1.373,1.36,1.361,1.346,0.116,0.166,0.096,0.089,0.237,0.079
4000,0.773,0.392,4.877,4.485,4.666,1.373,1.361,1.361,1.346,0.116,0.166,0.096,0.089,0.237,0.079
4100,0.789,0.364,4.878,4.514,4.787,1.372,1.358,1.361,1.344,0.107,0.166,0.089,0.093,0.202,0.069
4200,0.789,0.364,4.876,4.513,4.746,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4300,0.789,0.364,4.876,4.513,4.772,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4400,0.789,0.364,4.876,4.512,4.681,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4500,0.789,0.364,4.876,4.512,4.706,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4600,0.789,0.364,4.876,4.512,4.647,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4700,0.789,0.364,4.876,4.512,4.641,1.372,1.359,1.361,1.345,0.107,0.166,0.089,0.093,0.202,0.07
4800,0.797,0.346,4.88,4.534,4.809,1.371,1.359,1.361,1.345,0.081,0.154,0.088,0.093,0.202,0.07
4900,0.797,0.346,4.876,4.53,4.72,1.374,1.359,1.361,1.345,0.081,0.154,0.089,0.093,0.202,0.07
5000,0.805,0.328,4.877,4.549,4.79,1.375,1.361,1.361,1.344,0.071,0.154,0.088,0.091,0.186,0.069
5100,0.804,0.328,4.876,4.547,4.722,1.375,1.362,1.361,1.344,0.071,0.154,0.088,0.091,0.185,0.069
5200,0.804,0.328,4.876,4.547,4.615,1.375,1.362,1.36,1.345,0.071,0.154,0.089,0.091,0.185,0.069
5300,0.813,0.318,4.875,4.558,4.645,1.375,1.362,1.356,1.345,0.071,0.142,0.089,0.079,0.185,0.068
5400,0.812,0.318,4.875,4.558,4.637,1.375,1.362,1.356,1.345,0.071,0.142,0.089,0.079,0.185,0.069
5500,0.813,0.318,4.875,4.557,4.662,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
5600,0.812,0.318,4.875,4.557,4.604,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
5700,0.812,0.318,4.875,4.557,4.578,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
5800,0.812,0.318,4.875,4.557,4.597,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
5900,0.812,0.318,4.875,4.557,4.568,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
6000,0.813,0.318,4.875,4.557,4.563,1.375,1.362,1.356,1.345,0.072,0.142,0.089,0.079,0.185,0.069
6100,0.813,0.318,4.875,4.557,4.585,1.375,1.362,1.356,1.344,0.072,0.142,0.089,0.079,0.185,0.068
6200,0.82,0.307,4.875,4.568,4.611,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6300,0.82,0.307,4.875,4.568,4.596,1.375,1.363,1.356,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6400,0.82,0.307,4.874,4.568,4.563,1.375,1.363,1.356,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6500,0.82,0.307,4.874,4.568,4.578,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6600,0.82,0.307,4.874,4.568,4.563,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6700,0.82,0.307,4.874,4.568,4.563,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6800,0.82,0.307,4.874,4.568,4.563,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
6900,0.82,0.307,4.874,4.568,4.611,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
7000,0.82,0.307,4.875,4.568,4.593,1.375,1.363,1.355,1.342,0.072,0.142,0.084,0.079,0.171,0.06
