0,0.884,4.156,9.685,5.529,4.159,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
100,0.825,3.71,9.0,5.29,4.159,0.167,0.125,0.12,0.124,0.02,0.016,0.014,0.011,0.006,0.013
200,0.542,2.736,6.851,4.115,4.159,0.668,0.639,0.736,0.561,0.335,0.345,0.232,0.319,0.223,0.276
300,0.473,2.189,5.831,3.642,4.159,0.83,0.91,1.018,0.867,0.488,0.469,0.301,0.462,0.352,0.384
400,0.435,1.747,5.127,3.379,4.159,1.007,1.13,1.18,1.024,0.625,0.533,0.39,0.498,0.421,0.398
500,0.431,1.481,4.73,3.249,4.159,1.114,1.215,1.268,1.127,0.67,0.556,0.429,0.518,0.42,0.401
600,0.439,1.318,4.546,3.228,4.159,1.152,1.234,1.308,1.204,0.66,0.549,0.429,0.506,0.416,0.403
700,0.485,1.138,4.462,3.324,4.159,1.176,1.251,1.329,1.234,0.634,0.504,0.385,0.425,0.391,0.399
800,0.501,1.049,4.396,3.346,4.159,1.195,1.271,1.34,1.25,0.618,0.498,0.378,0.392,0.361,0.4
900,0.517,0.996,4.371,3.375,4.159,1.204,1.279,1.346,1.258,0.584,0.481,0.389,0.39,0.358,0.402
1000,0.518,0.98,4.343,3.363,4.159,1.215,1.287,1.351,1.264,0.598,0.476,0.386,0.389,0.353,0.405
1100,0.517,0.971,4.323,3.352,4.159,1.226,1.291,1.354,1.268,0.612,0.473,0.384,0.387,0.349,0.408
1200,0.531,0.922,4.31,3.388,4.159,1.233,1.294,1.352,1.271,0.618,0.455,0.382,0.356,0.346,0.394
1300,0.544,0.906,4.307,3.4,4.159,1.235,1.287,1.359,1.274,0.606,0.455,0.379,0.332,0.333,0.395
1400,0.549,0.891,4.291,3.4,4.159,1.239,1.298,1.361,1.274,0.602,0.457,0.378,0.328,0.33,0.395
1500,0.548,0.888,4.286,3.398,4.159,1.24,1.299,1.361,1.275,0.603,0.457,0.377,0.327,0.329,0.394
1600,0.564,0.869,4.284,3.415,4.159,1.239,1.298,1.361,1.276,0.606,0.454,0.375,0.318,0.332,0.359
1700,0.576,0.846,4.29,3.445,4.159,1.241,1.298,1.358,1.275,0.605,0.42,0.374,0.298,0.331,0.338
1800,0.594,0.809,4.273,3.464,4.159,1.24,1.3,1.371,1.277,0.594,0.419,0.373,0.285,0.322,0.342
1900,0.594,0.804,4.27,3.467,4.159,1.242,1.303,1.372,1.277,0.593,0.421,0.374,0.285,0.318,0.342
