A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.062,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.036,0.188,0.075,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.096,0.032,0.0,0.063,0.035
0.062,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.036,0.188,0.075,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.035
0.062,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.036,0.188,0.075,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.035
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.074,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.074,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.074,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.073,0.0,0.094,0.094,0.094,0.063,0.037,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.073,0.0,0.094,0.094,0.094,0.063,0.036,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.072,0.0,0.094,0.094,0.094,0.063,0.036,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.037,0.188,0.072,0.0,0.094,0.094,0.095,0.063,0.036,0.031,0.063,0.095,0.032,0.0,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.071,0.0,0.094,0.094,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.071,0.0,0.094,0.095,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.07,0.001,0.094,0.095,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.07,0.001,0.094,0.095,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.069,0.001,0.094,0.095,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.038,0.188,0.068,0.001,0.094,0.095,0.095,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.039,0.188,0.068,0.001,0.094,0.095,0.096,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.039,0.188,0.067,0.001,0.094,0.095,0.096,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.039,0.188,0.066,0.001,0.094,0.095,0.096,0.063,0.036,0.031,0.063,0.095,0.031,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.039,0.189,0.065,0.001,0.094,0.095,0.096,0.063,0.036,0.031,0.063,0.095,0.032,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.039,0.189,0.065,0.001,0.094,0.095,0.096,0.063,0.036,0.031,0.063,0.095,0.032,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.04,0.189,0.064,0.001,0.094,0.095,0.097,0.063,0.036,0.031,0.063,0.095,0.032,0.001,0.063,0.037
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.04,0.189,0.063,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.041,0.189,0.062,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.041,0.189,0.061,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.042,0.189,0.061,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.042,0.189,0.06,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.036
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.043,0.189,0.059,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.035
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.044,0.189,0.059,0.001,0.094,0.095,0.097,0.063,0.036,0.032,0.063,0.095,0.032,0.001,0.063,0.035
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.046,0.189,0.058,0.001,0.094,0.095,0.097,0.063,0.035,0.032,0.063,0.095,0.032,0.001,0.063,0.034
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.048,0.189,0.058,0.001,0.094,0.095,0.097,0.063,0.035,0.032,0.063,0.095,0.032,0.001,0.063,0.034
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.05,0.189,0.057,0.001,0.094,0.095,0.097,0.063,0.034,0.032,0.063,0.095,0.032,0.001,0.063,0.033
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.053,0.189,0.056,0.001,0.094,0.095,0.097,0.063,0.033,0.032,0.063,0.095,0.031,0.001,0.063,0.033
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.055,0.189,0.056,0.001,0.094,0.095,0.097,0.063,0.033,0.032,0.063,0.095,0.031,0.001,0.063,0.032
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.057,0.189,0.056,0.001,0.094,0.094,0.096,0.063,0.032,0.032,0.063,0.095,0.031,0.001,0.063,0.032
0.063,0.062,0.031,0.062,0.094,0.125,0.031,0.063,0.062,0.031,0.0,0.031,0.063,0.094,0.063,0.125,0.059,0.189,0.055,0.001,0.094,0.094,0.096,0.063,0.032,0.032,0.063,0.095,0.031,0.001,0.063,0.032
