0,0.945,3.459,8.996,5.537,3.466,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
100,0.99,0.142,4.4,4.258,3.466,0.61,0.523,0.565,0.535,0.623,0.511,0.599,0.549,0.01,0.006,0.0,0.013,0.108,0.0,0.02,0.026,0.017,0.003,0.004,0.013,0.015,0.003,0.002,0.087,0.013,0.001,0.011,0.018,0.0,0.003,0.008,0.001,0.008,0.0,0.027,0.003
200,1.0,0.022,3.902,3.88,3.466,0.656,0.576,0.612,0.616,0.664,0.578,0.653,0.626,0.013,0.007,0.0,0.015,0.112,0.0,0.035,0.016,0.01,0.006,0.003,0.01,0.017,0.001,0.002,0.115,0.008,0.0,0.01,0.012,0.0,0.0,0.006,0.002,0.01,0.0,0.036,0.005
300,1.0,0.011,3.777,3.766,3.466,0.666,0.589,0.627,0.637,0.673,0.596,0.661,0.646,0.014,0.009,0.001,0.016,0.113,0.0,0.041,0.012,0.006,0.007,0.002,0.009,0.017,0.001,0.002,0.128,0.006,0.0,0.009,0.008,0.001,0.0,0.007,0.002,0.009,0.0,0.04,0.005
400,1.0,0.007,3.713,3.705,3.466,0.669,0.595,0.635,0.649,0.677,0.606,0.665,0.657,0.014,0.009,0.002,0.016,0.112,0.0,0.043,0.011,0.005,0.008,0.001,0.009,0.017,0.001,0.002,0.135,0.006,0.0,0.008,0.007,0.001,0.0,0.007,0.002,0.008,0.0,0.041,0.004
500,1.0,0.005,3.677,3.672,3.466,0.671,0.598,0.64,0.655,0.68,0.613,0.666,0.664,0.014,0.009,0.002,0.016,0.111,0.0,0.045,0.011,0.005,0.008,0.001,0.009,0.017,0.001,0.002,0.139,0.006,0.0,0.008,0.006,0.001,0.0,0.008,0.002,0.008,0.0,0.041,0.004
600,1.0,0.004,3.656,3.652,3.466,0.672,0.6,0.643,0.659,0.681,0.617,0.667,0.667,0.014,0.009,0.002,0.017,0.111,0.0,0.045,0.01,0.004,0.008,0.001,0.009,0.017,0.001,0.002,0.141,0.005,0.0,0.008,0.006,0.001,0.0,0.008,0.002,0.008,0.0,0.042,0.004
700,1.0,0.004,3.643,3.639,3.466,0.673,0.601,0.645,0.661,0.682,0.619,0.668,0.669,0.014,0.009,0.002,0.017,0.111,0.0,0.045,0.01,0.004,0.008,0.001,0.009,0.017,0.001,0.002,0.142,0.005,0.0,0.008,0.005,0.001,0.0,0.008,0.002,0.008,0.0,0.042,0.004
800,1.0,0.004,3.635,3.631,3.466,0.673,0.602,0.646,0.663,0.682,0.621,0.668,0.671,0.014,0.009,0.002,0.017,0.111,0.0,0.046,0.01,0.004,0.008,0.001,0.008,0.017,0.001,0.002,0.143,0.005,0.0,0.008,0.005,0.001,0.0,0.008,0.002,0.008,0.0,0.042,0.004
900,1.0,0.003,3.63,3.626,3.466,0.672,0.602,0.648,0.664,0.683,0.621,0.668,0.672,0.015,0.009,0.002,0.017,0.11,0.0,0.046,0.01,0.004,0.008,0.001,0.008,0.017,0.001,0.002,0.144,0.005,0.001,0.008,0.005,0.001,0.0,0.008,0.002,0.008,0.0,0.042,0.004
