A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.203,0.211,0.32,0.266,0.226,0.305,0.281,0.188,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.281,0.188,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.281,0.188,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.273,0.196,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.273,0.196,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.273,0.196,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.32,0.266,0.227,0.305,0.273,0.196,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.312,0.273,0.227,0.305,0.273,0.195,0.234,0.258,0.203,0.305,0.274,0.219,0.305,0.203
0.203,0.211,0.312,0.273,0.227,0.305,0.273,0.195,0.234,0.258,0.203,0.305,0.273,0.219,0.305,0.203
0.203,0.211,0.312,0.273,0.227,0.305,0.273,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.304,0.273,0.227,0.305,0.273,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.228,0.296,0.28,0.196,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.219,0.305,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.274,0.22,0.304,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.203,0.219,0.305,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.212,0.219,0.296,0.274,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.211,0.219,0.297,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.297,0.281,0.195,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.203,0.297,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.288,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
0.219,0.219,0.289,0.273,0.227,0.289,0.281,0.203,0.242,0.258,0.211,0.289,0.273,0.227,0.297,0.203
