A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.094,0.09,0.082,0.008,0.105,0.051,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.008,0.105,0.047,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.007,0.105,0.048,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
0.086,0.02,0.09,0.066,0.094,0.0,0.055,0.0,0.066,0.047,0.031,0.105,0.066,0.129,0.078,0.066,0.082,0.113,0.0,0.055,0.137,0.098,0.09,0.082,0.0,0.105,0.055,0.0,0.0,0.0,0.078,0.105
