A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.031,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.031,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.031,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.031,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.031,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.03,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.03,0.126,0.031,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.126,0.03,0.063,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.031,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.062,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.063,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.063,0.062,0.062,0.031,0.031,0.03,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.064,0.062,0.062,0.031,0.031,0.029,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.064,0.064,0.062,0.062,0.031,0.031,0.029,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.064,0.064,0.062,0.062,0.031,0.031,0.029,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.064,0.064,0.062,0.062,0.031,0.031,0.028,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.064,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.065,0.065,0.062,0.062,0.031,0.031,0.027,0.062,0.062
0.032,0.032,0.094,0.094,0.064,0.032,0.125,0.029,0.029,0.127,0.03,0.065,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.066,0.066,0.062,0.062,0.031,0.031,0.025,0.062,0.062
0.031,0.032,0.094,0.094,0.064,0.031,0.125,0.029,0.029,0.127,0.03,0.065,0.094,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.07,0.074,0.062,0.062,0.031,0.031,0.013,0.062,0.062
0.031,0.031,0.094,0.094,0.064,0.031,0.125,0.029,0.029,0.127,0.03,0.066,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.064,0.094,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.03,0.094,0.095,0.064,0.031,0.125,0.029,0.029,0.127,0.03,0.066,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.031,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.028,0.094,0.095,0.064,0.031,0.125,0.029,0.029,0.127,0.03,0.069,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.001,0.094,0.095,0.064,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.001,0.094,0.095,0.065,0.031,0.125,0.028,0.028,0.127,0.03,0.096,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.001,0.094,0.095,0.065,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.001,0.094,0.095,0.065,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.095,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.031,0.001,0.094,0.095,0.065,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.096,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.03,0.001,0.094,0.095,0.066,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.03,0.062,0.063,0.031,0.063,0.096,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.03,0.001,0.094,0.095,0.066,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.029,0.062,0.063,0.031,0.063,0.096,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.028,0.001,0.094,0.095,0.068,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.029,0.062,0.063,0.031,0.064,0.096,0.062,0.062,0.031,0.031,0.0,0.062,0.062
0.002,0.001,0.094,0.094,0.095,0.031,0.125,0.028,0.028,0.127,0.03,0.095,0.095,0.063,0.062,0.03,0.063,0.125,0.156,0.027,0.062,0.063,0.031,0.065,0.096,0.062,0.062,0.031,0.031,0.0,0.062,0.062
