A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.062,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.063,0.031,0.064,0.094,0.063,0.031,0.062,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.061,0.094,0.063,0.063,0.063,0.156,0.063,0.031,0.064,0.094,0.063,0.031,0.061,0.031,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.06,0.094,0.063,0.063,0.063,0.156,0.063,0.031,0.064,0.094,0.063,0.031,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.06,0.094,0.063,0.063,0.063,0.156,0.063,0.03,0.064,0.094,0.063,0.031,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.06,0.094,0.063,0.063,0.063,0.156,0.063,0.03,0.064,0.094,0.063,0.031,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.059,0.095,0.063,0.063,0.063,0.156,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.059,0.095,0.063,0.063,0.063,0.156,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.059,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.058,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.058,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.0,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.058,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.001,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.057,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.001,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.057,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.001,0.063
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.057,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.063,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.056,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.063,0.032,0.061,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.056,0.095,0.063,0.063,0.063,0.157,0.063,0.03,0.064,0.094,0.064,0.032,0.061,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.056,0.095,0.064,0.063,0.063,0.157,0.063,0.03,0.064,0.095,0.064,0.032,0.061,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.055,0.095,0.064,0.063,0.063,0.157,0.063,0.03,0.064,0.095,0.064,0.032,0.061,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.055,0.095,0.064,0.064,0.063,0.157,0.063,0.03,0.064,0.095,0.064,0.032,0.06,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.055,0.095,0.064,0.064,0.064,0.157,0.063,0.03,0.064,0.095,0.064,0.032,0.06,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.054,0.095,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.032,0.06,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.054,0.095,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.032,0.06,0.03,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.054,0.095,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.032,0.06,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.063,0.094,0.219,0.031,0.031,0.031,0.062,0.053,0.096,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.032,0.06,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.053,0.096,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.033,0.059,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.053,0.096,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.033,0.059,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.053,0.096,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.033,0.059,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.052,0.096,0.064,0.064,0.064,0.157,0.063,0.029,0.065,0.095,0.064,0.033,0.059,0.029,0.001,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.052,0.096,0.064,0.064,0.064,0.157,0.064,0.029,0.065,0.095,0.064,0.033,0.058,0.029,0.002,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.052,0.096,0.064,0.064,0.064,0.157,0.064,0.029,0.065,0.095,0.064,0.033,0.058,0.029,0.002,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.051,0.096,0.064,0.064,0.064,0.157,0.064,0.028,0.065,0.095,0.064,0.033,0.058,0.029,0.002,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.051,0.096,0.064,0.065,0.064,0.157,0.064,0.028,0.065,0.095,0.064,0.033,0.058,0.028,0.002,0.064
0.094,0.031,0.094,0.031,0.063,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.051,0.096,0.064,0.065,0.064,0.157,0.064,0.028,0.065,0.095,0.064,0.033,0.058,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.051,0.096,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.095,0.065,0.033,0.058,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.05,0.096,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.05,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.05,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.062,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.05,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.049,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.049,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.057,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.049,0.097,0.064,0.065,0.065,0.157,0.064,0.028,0.065,0.096,0.065,0.033,0.056,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.049,0.097,0.064,0.065,0.065,0.158,0.064,0.027,0.065,0.096,0.065,0.033,0.056,0.028,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.048,0.097,0.064,0.065,0.065,0.158,0.064,0.027,0.065,0.096,0.065,0.033,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.048,0.097,0.064,0.065,0.065,0.158,0.064,0.027,0.065,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.048,0.097,0.064,0.065,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.048,0.097,0.064,0.065,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.048,0.097,0.064,0.065,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.097,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.097,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.056,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.097,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.055,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.097,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.055,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.097,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.055,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.047,0.098,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.055,0.027,0.002,0.065
0.094,0.031,0.094,0.031,0.062,0.063,0.031,0.0,0.063,0.062,0.094,0.219,0.031,0.031,0.031,0.062,0.046,0.098,0.064,0.066,0.065,0.158,0.065,0.027,0.066,0.096,0.065,0.034,0.055,0.027,0.002,0.065
